0.005	0.0831004
0.010	0.0619066
0.015	0.0530999
0.020	0.0478280
0.025	0.0441714
0.030	0.0414212
0.035	0.0392433
0.040	0.0374558
0.045	0.0359497
0.050	0.0346547
0.055	0.0335234
0.060	0.0325222
0.065	0.0316266
0.070	0.0308181
0.075	0.0300827
0.080	0.0294092
0.085	0.0287888
0.090	0.0282144
0.095	0.0276802
0.100	0.0271813
0.105	0.0267137
0.110	0.0262740
0.115	0.0258593
0.120	0.0254670
0.125	0.0250951
0.130	0.0247417
0.135	0.0244051
0.140	0.0240839
0.145	0.0237769
0.150	0.0234829
0.155	0.0232008
0.160	0.0229299
0.165	0.0226694
0.170	0.0224184
0.175	0.0221764
0.180	0.0219427
0.185	0.0217168
0.190	0.0214983
0.195	0.0212866
0.200	0.0210814
0.205	0.0208823
0.210	0.0206890
0.215	0.0205011
0.220	0.0203183
0.225	0.0201404
0.230	0.0199672
0.235	0.0197983
0.240	0.0196335
0.245	0.0194728
0.250	0.0193158
0.255	0.0191624
0.260	0.0190125
0.265	0.0188658
0.270	0.0187222
0.275	0.0185817
0.280	0.0184440
0.285	0.0183091
0.290	0.0181768
0.295	0.0180470
0.300	0.0179197
0.305	0.0177947
0.310	0.0176720
0.315	0.0175514
0.320	0.0174329
0.325	0.0173164
0.330	0.0172018
0.335	0.0170891
0.340	0.0169781
0.345	0.0168689
0.350	0.0167614
0.355	0.0166554
0.360	0.0165510
0.365	0.0164482
0.370	0.0163467
0.375	0.0162467
0.380	0.0161480
0.385	0.0160507
0.390	0.0159546
0.395	0.0158597
0.400	0.0157661
0.405	0.0156736
0.410	0.0155822
0.415	0.0154919
0.420	0.0154027
0.425	0.0153145
0.430	0.0152273
0.435	0.0151411
0.440	0.0150557
0.445	0.0149714
0.450	0.0148879
0.455	0.0148052
0.460	0.0147234
0.465	0.0146424
0.470	0.0145622
0.475	0.0144828
0.480	0.0144041
0.485	0.0143261
0.490	0.0142489
0.495	0.0141723
0.500	0.0140964
0.505	0.0140212
0.510	0.0139466
0.515	0.0138726
0.520	0.0137992
0.525	0.0137264
0.530	0.0136542
0.535	0.0135825
0.540	0.0135114
0.545	0.0134408
0.550	0.0133707
0.555	0.0133011
0.560	0.0132320
0.565	0.0131634
0.570	0.0130952
0.575	0.0130276
0.580	0.0129603
0.585	0.0128935
0.590	0.0128271
0.595	0.0127611
0.600	0.0126955
0.605	0.0126303
0.610	0.0125655
0.615	0.0125010
0.620	0.0124369
0.625	0.0123732
0.630	0.0123098
0.635	0.0122467
0.640	0.0121840
0.645	0.0121216
0.650	0.0120595
0.655	0.0119977
0.660	0.0119362
0.665	0.0118750
0.670	0.0118140
0.675	0.0117534
0.680	0.0116930
0.685	0.0116329
0.690	0.0115730
0.695	0.0115134
0.700	0.0114541
0.705	0.0113949
0.710	0.0113360
0.715	0.0112774
0.720	0.0112189
0.725	0.0111607
0.730	0.0111026
0.735	0.0110448
0.740	0.0109871
0.745	0.0109297
0.750	0.0108724
0.755	0.0108154
0.760	0.0107585
0.765	0.0107017
0.770	0.0106452
0.775	0.0105888
0.780	0.0105325
0.785	0.0104765
0.790	0.0104205
0.795	0.0103647
0.800	0.0103091
0.805	0.0102536
0.810	0.0101982
0.815	0.0101430
0.820	0.0100878
0.825	0.0100328
0.830	0.0099779
0.835	0.0099231
0.840	0.0098684
0.845	0.0098139
0.850	0.0097594
0.855	0.0097050
0.860	0.0096507
0.865	0.0095964
0.870	0.0095423
0.875	0.0094882
0.880	0.0094342
0.885	0.0093803
0.890	0.0093264
0.895	0.0092726
0.900	0.0092189
0.905	0.0091652
0.910	0.0091116
0.915	0.0090580
0.920	0.0090044
0.925	0.0089509
0.930	0.0088974
0.935	0.0088439
0.940	0.0087905
0.945	0.0087371
0.950	0.0086836
0.955	0.0086302
0.960	0.0085768
0.965	0.0085234
0.970	0.0084700
0.975	0.0084165
0.980	0.0083631
0.985	0.0083096
0.990	0.0082561
0.995	0.0082025
1.000	0.0081489
1.005	0.0080953
1.010	0.0080416
1.015	0.0079879
1.020	0.0079342
1.025	0.0078803
1.030	0.0078264
1.035	0.0077724
1.040	0.0077184
1.045	0.0076642
1.050	0.0076099
1.055	0.0075556
1.060	0.0075011
1.065	0.0074465
1.070	0.0073918
1.075	0.0073370
1.080	0.0072820
1.085	0.0072269
1.090	0.0071717
1.095	0.0071163
1.100	0.0070607
1.105	0.0070049
1.110	0.0069489
1.115	0.0068927
1.120	0.0068363
1.125	0.0067797
1.130	0.0067230
1.135	0.0066661
1.140	0.0066089
1.145	0.0065514
1.150	0.0064937
1.155	0.0064357
1.160	0.0063773
1.165	0.0063187
1.170	0.0062597
1.175	0.0062004
1.180	0.0061407
1.185	0.0060806
1.190	0.0060202
1.195	0.0059597
1.200	0.0058988
1.205	0.0058375
1.210	0.0057757
1.215	0.0057134
1.220	0.0056506
1.225	0.0055872
1.230	0.0055233
1.235	0.0054587
1.240	0.0053935
1.245	0.0053277
1.250	0.0052612
1.255	0.0051939
1.260	0.0051261
1.265	0.0050594
1.270	0.0049919
1.275	0.0049234
1.280	0.0048540
1.285	0.0047834
1.290	0.0047116
1.295	0.0046385
1.300	0.0045641
1.305	0.0044882
1.310	0.0044108
1.315	0.0043317
1.320	0.0042509
1.325	0.0041683
1.330	0.0040838
1.335	0.0039973
1.340	0.0039087
1.345	0.0038180
1.350	0.0037250
1.355	0.0036297
1.360	0.0035320
1.365	0.0034318
1.370	0.0033289
1.375	0.0032234
1.380	0.0031151
1.385	0.0030039
1.390	0.0028898
1.395	0.0027726
1.400	0.0026523
